Date,Year,Month,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,NewAmountUSD
2017-08-25,2017,8,Medinfi,Consumer Internet,Online Doctor Discovery Platform,Bengaluru,"PBS Srinivas, Vinod Martin,",Seed Funding,125000.0
2017-08-28,2017,8,Mobikon,Technology,Restaurant & Hotel CRM platform,Pune,"Sistema Asia Fund, C31 Ventures, Qualgro.",Private Equity,7000000.0
2017-08-29,2017,8,CureFit,Consumer Internet,End to End health and wellness platform.,Bengaluru,"Accel Partners, IDG Ventures, Kalaari Capital,  UC-RNT fund",Private Equity,25000000.0
2017-08-29,2017,8,Doxper,Technology,Healthtech IoT platform,Mumbai,"idal Health, growx ventures, Capier Investments, Globevestor & others",Seed Funding,750000.0
2017-08-29,2017,8,Fieldassist,Technology,SAAS based sales force automation services,Gurugram,Small Industries Development Bank of India (SIDBI),Debt Funding,0.0
2017-08-30,2017,8,Treebo,Consumer Internet,Budget Hotel Aggregator platform,Bengaluru,"Ward Ferry Management and Karst Peak Capital,",Private Equity,34000000.0
2017-08-30,2017,8,MedGenome,Technology,Genomics Research and Diagnostics Solutions,Bengaluru,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,30000000.0
2016-01-07,2016,1,RazorPay,Consumer Internet,Online Payment Gateway,Bengaluru,MasterCard,Private Equity,0.0
2016-01-07,2016,1,DarwinBox,Technology,HR Software Services Startup,Hyderabad,"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners",Seed Funding,0.0
2016-01-07,2016,1,Venture Catalysts,Consumer Internet,Seed Investment & Innovation Platform,Mumbai,Zaffiro Ventures,Seed Funding,500000.0
2016-01-07,2016,1,PressPlay TV,Consumer Internet,Video Content Discovery Platform,Delhi,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",Private Equity,0.0
2016-02-07,2016,2,Playment,Consumer Internet,Mobile Marketplace for Crowdsourced Work,Bengaluru,SAIF Partners,Private Equity,700000.0
2016-04-07,2016,4,WealthTrust,Consumer Internet,Wealth Management App,Mumbai,India Quotient,Seed Funding,0.0
2016-04-07,2016,4,Curefit,Consumer Internet,Online Preventive Healthcare Platform,Bengaluru,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,15000000.0
2016-04-07,2016,4,StitchWood,eCommerce,Custom Furniture Online,Mumbai,Deepak Gupta,Seed Funding,200000.0
2016-04-07,2016,4,Grab.in,Logistics,hyperlocal logistics service,Mumbai,Aramex Ventures Llc,Private Equity,2000000.0
2016-04-07,2016,4,Fulfil.IO,Consumer Internet,Cloud Based ERP Software,US,Rajan Anandan,Seed Funding,0.0
2016-04-07,2016,4,NeoGrowth,Finance,SME Lending platform,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,16000000.0
2016-05-07,2016,5,SeeDoc,Consumer Internet,Video Based Doctor Consulting platform App,Gurugram,YourNest Angel Fund  & Others,Private Equity,1000000.0
2016-05-07,2016,5,BookMyShow,Consumer Internet,Event & Movie Ticketing platform,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,82000000.0
2016-05-07,2016,5,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,  Abhishek Jain",Seed Funding,1700000.0
2016-06-07,2016,6,HappilyUnmarried,eCommerce,Online Merchandize etailer,Delhi,Info Edge (India) Ltd,Private Equity,740000.0
2016-06-07,2016,6,Don’t Scratch Your Head,Technology,Full Stack Offline & Online ERP Solution,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,250000.0
2016-06-07,2016,6,Wedding Wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,297000.0
2016-07-07,2016,7,AppDaily,Technology,Mobile Security App development & Distribution,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,2000000.0
2016-07-07,2016,7,Adytude,Consumer Internet,Gamified Consumer Insights Portal,Delhi,Indian Angel Network,Private Equity,1000000.0
2016-07-07,2016,7,Quickli,Logistics,On-Demand Delivery Startup,Gurugram,"AVG Group, 500 Startups",Private Equity,0.0
2016-07-07,2016,7,SpectraVR,Technology,Virtual Reality Content Studio,Mumbai,Rothenberg Ventures,Seed Funding,0.0
2016-08-07,2016,8,Pitstop,Consumer Internet,Online Car Repair and Servicing Booking platform,Bengaluru,"Alex Chua, Rahul Garg",Seed Funding,0.0
2016-08-07,2016,8,HolaChef,Consumer Internet,Online Food Ordering & Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,1950000.0
2016-11-07,2016,11,Purplle,eCommerce,Beauty Products Marketplace,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,6000000.0
2016-11-07,2016,11,Trak N Tell,Technology,Car Tracking & Safety System,Gurugram,Brian Acton,Private Equity,3500000.0
2016-11-07,2016,11,Overcart.com,eCommerce,Unboxed & refurbished electronic products marketplace,Gurugram,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,3000000.0
2016-12-07,2016,12,SirionLabs,Technology,SAAS based Service Agreement Management,Gurugram,Sequoia Capital,Private Equity,12250000.0
2016-12-07,2016,12,GyanDhan,Consumer Internet,Education Focused Financing Platform,Delhi,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed Funding,0.0
2016-12-07,2016,12,MintM,Consumer Internet,Digital Marketing & AdTech Platform,Bengaluru,"Mumbai Angels,  Times Internet",Private Equity,0.0
2016-12-07,2016,12,HitGrit,Consumer Internet,Online Legal Consultation platform,Chandigarh,"Ashish Mahajan, Sarvesh Sharma",Seed Funding,0.0
2016-12-07,2016,12,Find My Stay,Consumer Internet,Online Budget Hotel Aggregator & Booking Platform,Delhi,"Rishi Parti, Yogesh Bansal",Seed Funding,0.0
2016-07-13,2016,7,YAAP,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",Delhi,Rainmaker Ventures,Private Equity,5000000.0
2016-07-13,2016,7,Utoo Cabs,Consumer Internet,Cab aggregation & Rental platform,Chennai,Ajay Piramal,Seed Funding,0.0
2016-07-13,2016,7,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurugram,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,600000.0
2016-07-13,2016,7,ShareChat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bengaluru,"SAIF Partners, India Quotient",Private Equity,1350000.0
2016-07-13,2016,7,Urban Tailor,Consumer Internet,E-Tailoring service provider,Bengaluru,Unitus Seed Fund,Private Equity,0.0
2016-07-13,2016,7,RentMojo,Consumer Internet,Online Furniture Renting Platform,Bengaluru,"Accel Partners, IDG Ventures India",Private Equity,5000000.0
2016-07-13,2016,7,CityFurnish,Consumer Internet,Online Furniture Renting Platform,Gurugram,Brand Capital,Seed Funding,0.0
2016-07-13,2016,7,HEAL Institute,Healthcare,Sports Focused Healthcare Startup,Mumbai,"Jaspal Bindra, Parth Jindal",Seed Funding,0.0
2016-07-14,2016,7,Augrav,eCommerce,Personalized precious Jewellery etailer,Coimbatore,Keiretsu Forum,Seed Funding,450000.0
2016-07-14,2016,7,ShoppinPal,Technology,M-Commerce Solutions for Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,1070000.0
2016-07-14,2016,7,TransTutors / AskIITians,Consumer Internet,Online Education & Tutoring portals,Delhi,500 Startups,Private Equity,0.0
2016-07-15,2016,7,WorkApps,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed Funding,1000000.0
2016-07-15,2016,7,BankerBay,Consumer Internet,Online Investment Banking platform,Bengaluru,undisclosed investors,Private Equity,2000000.0
2016-07-15,2016,7,BaggOut,eCommerce,Women’s Fashion etailer,Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,0.0
2016-07-15,2016,7,TripShelf,eCommerce,Travel Package Marketplace,Delhi,GEMS group,Seed Funding,250000.0
2016-07-15,2016,7,SatvaCart,eCommerce,Online Grocers,Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,0.0
2016-07-15,2016,7,Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,6000000.0
2016-07-18,2016,7,Yellowdig,Consumer Internet,Online Learning Platform,Pune,SRI Capital,Seed Funding,650000.0
2016-07-18,2016,7,Zuppler,Consumer Internet,Online Food Ordering platform,Delhi,SRI Capital,Seed Funding,650000.0
2016-07-18,2016,7,BlueStone,eCommerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,30000000.0
2016-07-18,2016,7,underDOGS,Technology,Game Development Startup,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,0.0
2016-07-18,2016,7,ImageProVision,Technology,Image Analysis Solutions,Pune,Satish Jamdar,Seed Funding,0.0
2016-07-19,2016,7,Sagacito,Technology,Cloud-Based Enterprise Solutions,Delhi,Star India Pvt. Ltd,Private Equity,10000000.0
2016-07-19,2016,7,Deal4Loans / Wishfin,Consumer Internet,"
Loans Comparison platform



     (adsbygoogle = window.adsbygoogle || []).push({});

",Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,15000000.0
2016-07-19,2016,7,NiYO Solutions,Technology,Payroll & Benefits Software solutions,Bengaluru,Prime Venture Partners,Private Equity,1000000.0
2016-07-19,2016,7,AppLop,Consumer Internet,Mobile Apps SaaS Platform,Gurugram,Green House Ventures Accelerator,Seed Funding,250000.0
2016-07-20,2016,7,Tax2Win,Consumer Internet,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,1000000.0
2016-07-20,2016,7,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,595000.0
2016-07-20,2016,7,iServe Financial,Consumer Internet,Loan Comparison & Deals platform,Pune,Nilesh Shah,Seed Funding,0.0
2016-07-21,2016,7,MyTaxiIndia,Consumer Internet,Online Car rental booking platform,Delhi,Nihon Kotsu Co,Private Equity,1000000.0
2016-07-21,2016,7,AbeRuk,eCommerce,Online Marketplace for books,Bengaluru,Swastika Company Pvt Ltd,Seed Funding,0.0
2016-07-21,2016,7,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bengaluru,Indian Angel Network,Seed Funding,595000.0
2016-07-21,2016,7,Drums Food,Food & Beverage,Yogurt and Ice Cream maker,Mumbai,"Verlinvest, DSG Consumer Partners",,0.0
2015-01-05,2015,1,Foodpanda,Online Food Delivery,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,Undisclosed Investors,100000000.0
2015-01-05,2015,1,Termsheet,Fund Raising Platform,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,Undisclosed Investors,100000.0
2015-04-05,2015,4,Applicate,Workforce Management Software,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,Undisclosed Investors,550000.0
2015-04-05,2015,4,World Art Community,Online Art Marketplace,Gurgaon,Viraj Tyagi & others,Seed Funding,Undisclosed Investors,200000.0
2015-04-05,2015,4,SpoonJoy,Online Food Delivery,Bangalore,SAIF Partners,Seed Funding,Undisclosed Investors,1000000.0
2015-05-05,2015,5,Seed Schools,Affordable Education,Hyderabad,Acumen Fund,Seed Funding,Undisclosed Investors,650000.0
2015-05-05,2015,5,Ignis Careers,Career Development,Hyderabad,Acumen Fund,Seed Funding,Undisclosed Investors,250000.0
2015-05-05,2015,5,Square Yards,Real Estate Advisory,Gurgaon,Undisclosed Investors,Private Equity,Undisclosed Investors,6000000.0
2015-05-05,2015,5,Fintellix,Banking Analytics Platform,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,Undisclosed Investors,15000000.0
2015-05-05,2015,5,Customer360,Customer Engagement Platform,Mumbai,Vishwas Patel,Seed Funding,Undisclosed Investors,0.0
2015-06-05,2015,6,Delhivery,Ecommerce Logistics,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,Undisclosed Investors,85000000.0
2015-06-05,2015,6,Swiggy,Online Food Delivery,Bangalore,Norwest Venture Partners,Private Equity,Undisclosed Investors,15000000.0
2015-07-05,2015,7,Uniphore,Speech Recognition Solutions,Chennai,"IDG Ventures, Kris Gopalakrishnan",Private Equity,Undisclosed Investors,0.0
2015-07-05,2015,7,Box8,Online Food Delivery,Mumbai,Mayfield Ventures,Private Equity,Undisclosed Investors,3500000.0
2015-07-05,2015,7,Toppr,Online Education Platform,Mumbai,"Fidelity Growth Partners India, SAIF Partners,  Helion Ventures",Private Equity,Undisclosed Investors,10000000.0
2015-07-05,2015,7,Vedantu,Online Education Platform,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,Undisclosed Investors,5000000.0
2015-08-05,2015,8,BuyHatke,Online Product Comparison,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,Undisclosed Investors,1000000.0
2015-08-05,2015,8,KleverKid,Online Education Platform,New Delhi,Aarin Capital Partners,Seed Funding,Undisclosed Investors,0.0
2015-08-05,2015,8,Uniken,Online Security Platform,Pune,Exfinity Ventures,Private Equity,Undisclosed Investors,2000000.0
2015-08-05,2015,8,GrandOpinion,Online Medical Diagnostic,New Delhi,Florida based Angel investor,Seed Funding,Undisclosed Investors,150000.0
2015-08-05,2015,8,HealthifyMe,Health & Fitness App,Bangalore,Micromax Informatics,Private Equity,Undisclosed Investors,0.0
2015-12-05,2015,12,ZapStitch,Cloud Data Integration Platform,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,Undisclosed Investors,2000000.0
2015-12-05,2015,12,Wassup,Mobile Laundry Cleaning Service,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,Undisclosed Investors,2000000.0
2015-12-05,2015,12,Mobiefit,Mobile Fitness App,Goa,Prototyze,Seed Funding,Undisclosed Investors,0.0
2015-12-05,2015,12,Plancess,Online Education Platform,Mumbai,"Rajendra Gogri,  Chandrakant Gogri",Seed Funding,Undisclosed Investors,2000000.0
2015-12-05,2015,12,WorkHorse,Service-On-Demand Mobile App,Mumbai,Undisclosed Investors,Seed Funding,Undisclosed Investors,0.0
2015-05-13,2015,5,Innovaccer,Intelligent Data Analytics,Noida,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",Seed Funding,Undisclosed Investors,0.0
2015-05-13,2015,5,MyCuteOffice,Online Office Rental,Mumbai,Lead Angels,Seed Funding,Undisclosed Investors,0.0
2015-05-14,2015,5,IndianRoots.com,Lifestyle Ecommerce Portal,Gurgaon,KJS Group,Private Equity,Undisclosed Investors,5000000.0
2015-05-14,2015,5,RedPolka,Online Fashion Aggregator,Mumbai,Undisclosed Investors,Seed Funding,Undisclosed Investors,250000.0
2015-05-15,2015,5,Venturesity,Online Job skills Showcase,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,Undisclosed Investors,270000.0
2015-05-18,2015,5,TheBetterIndia.com,Online News Media,Bangalore,Mohandas Pai,Seed Funding,Undisclosed Investors,0.0
2015-05-18,2015,5,Awaaz De,Enterprise Communication Platform,Ahmedabad,Samir Shah,Seed Funding,Undisclosed Investors,0.0
2015-05-19,2015,5,Chaayos,Offline Tea Chain,New Delhi,Tiger Global Management,Private Equity,Undisclosed Investors,1000000.0
2015-05-19,2015,5,Akosha,Business Messaging App,New Delhi,Sequoia Capital,Private Equity,Undisclosed Investors,16000000.0
2015-05-19,2015,5,Cooey,Health Mobile App,Bangalore,Subhash Goyal,Seed Funding,Undisclosed Investors,470000.0
2015-05-19,2015,5,MeetUniv,Online Ed-Tech Platform,Noida,Peesh Venture Capital,Seed Funding,Undisclosed Investors,1000000.0
2015-05-19,2015,5,Inspirock,Online Travel Planning,,MakeMyTrip Innovation Fund,Private Equity,Undisclosed Investors,0.0
2015-05-19,2015,5,Crown-it,Hyperlocal Mobile Marketplace,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,Undisclosed Investors,5500000.0
2015-05-19,2015,5,Trucksfirst,Trucking Logistic Operations,Gurgaon,SAIF partners,Private Equity,Undisclosed Investors,10000000.0
2015-05-20,2015,5,Lookup,B2C Messaging App,Bangalore,Biz Stone,Private Equity,Undisclosed Investors,3000000.0
2015-05-21,2015,5,SunTerrace,Rooftop Solar Plants,New Delhi,Sunergy Investors,Private Equity,Undisclosed Investors,0.0
2015-05-22,2015,5, Nudgespot,Customer Engagement Platform,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,Undisclosed Investors,625000.0
2015-05-22,2015,5,CarDekho,Online Car Portal,Jaipur,HDFC Bank,Private Equity,Undisclosed Investors,1.0
2015-05-22,2015,5,EveningFlavors,Online Table Reservation,Bangalore,Sandiep Shrivatsava,Seed Funding,Undisclosed Investors,500000.0
2015-05-25,2015,5,Razorpay,Online Payment Gateway,Bangalore,Punit Soni,Seed Funding,Undisclosed Investors,0.0
2015-05-25,2015,5,ZenParent,Parents focused Web Content,Bangalore,i2india Ventures,Seed Funding,Undisclosed Investors,500000.0
2015-05-25,2015,5,Newgen Payments,Payments Solution Provider,New Delhi,Jan Manten,Seed Funding,Undisclosed Investors,0.0
2015-05-26,2015,5,UrbanPro,On-demand Service marketplace,Bangalore,Nirvana Venture Advisors,Private Equity,Undisclosed Investors,2000000.0
2015-05-26,2015,5,Goodbox,On-Demand Business messaging,Bangalore,Manipal Group,Seed Funding,Undisclosed Investors,200000.0
2015-05-26,2015,5,Renderlogy,Online Home Décor,Hyderabad,Astarc Ventures,Private Equity,Undisclosed Investors,1000000.0
2015-05-27,2015,5,Postman,API Workflow platform,Bangalore,Nexus Venture Partners,Seed Funding,Undisclosed Investors,1000000.0
2015-05-27,2015,5,Casa2inns,Affordable Hotel Booking Online,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,Undisclosed Investors,5000000.0
2015-05-27,2015,5,FleetRover,Logistics Intelligence,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,Undisclosed Investors,180000.0
2015-05-28,2015,5,TheKarrier,Last Mile Logistics,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,Undisclosed Investors,240000.0
2015-05-28,2015,5,Zoomcar,Self-driven Car rental,Bangalore,Sequoia Capital,Private Equity,Undisclosed Investors,5000000.0
2015-05-28,2015,5,Truweight,Weight Management Service,Hyderabad,Kalaari Capital,Private Equity,Undisclosed Investors,0.0
2015-05-30,2015,5,Ather Energy,Electric Scooter Manufacturer,Bangalore,Tiger Global,Private Equity,Undisclosed Investors,12000000.0
2015-01-09,2015,1,TOFlo,FinTech Startup Incubation platform,Mumbai,Tania Johny Palathinkal,Seed Funding,Undisclosed Investors,100000.0
2015-01-09,2015,1,FXMartIndia,Payment Services platform,Chandigarh,Flipkart,Private Equity,Undisclosed Investors,0.0
2015-01-09,2015,1,Stylecracker,Personalized Styling platform,Mumbai,Group of HNI investors,Private Equity,Undisclosed Investors,1000000.0
2015-01-09,2015,1,Luxuryhues,Luxury goods  Shopping Platform,Gurgaon,Reliance Capital,Private Equity,Undisclosed Investors,900000.0
2015-02-09,2015,2,HolaChef,Food Delivery Platform,Mumbai,Ratan Tata,Private Equity,Undisclosed Investors,2015.0
2015-02-09,2015,2,Zivame,Online Lingerie Marketplace,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,Undisclosed Investors,40000000.0
2015-02-09,2015,2,Capillary Tech,Cloud software solutions,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,Undisclosed Investors,45000000.0
2015-03-09,2015,3,Jobspire,Job Search Platform,Bangalore,Purvi Capital,Seed Funding,Undisclosed Investors,260000.0
2015-03-09,2015,3,MeraDoctor,Doctor consultancy Mobile App,Mumbai,India Quotient & other investors,Seed Funding,Undisclosed Investors,0.0
2015-03-09,2015,3,Vistaar Finance,Small Business Financing (NBFC),Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,  Lok Capital",Private Equity,Undisclosed Investors,40000000.0
2015-03-09,2015,3,HiJinny,Beauty & Wellness Services Marketplace,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,Undisclosed Investors,0.0
2015-04-09,2015,4,Clapsnslaps,Online Movie Review Platform,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,Undisclosed Investors,150000.0
2015-04-09,2015,4,Blubox,ECommerce Brands’ Full Service Agency,Mumbai,Ashish Jhalani,Seed Funding,Undisclosed Investors,100000.0
2015-04-09,2015,4,RoomCentral,Cloud-based Hotel Booking Platform,Bangalore,Karanpal Singh,Seed Funding,Undisclosed Investors,2000000.0
2015-07-09,2015,7,YouthKiAwaaz,Community Driven News/Views Platform,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,Undisclosed Investors,600000.0
2015-07-09,2015,7,Prozo,Study Material Marketplace,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,Undisclosed Investors,205000.0
2015-07-09,2015,7,Zomato,Restaurant Ratings & Reviews platform,Gurgaon,"Temasek, Vy Capital",Private Equity,Undisclosed Investors,60000000.0
2015-07-09,2015,7,Sahayog Dairy,Dairy Based Product Manufacturer,Bhopal,Acumen Fund,Private Equity,Undisclosed Investors,1800000.0
2015-08-09,2015,8,MockBank,Government Test Preparation platform,Bangalore,Blume Ventures,Seed Funding,Undisclosed Investors,400000.0
2015-08-09,2015,8,ReportBee,Smart Report Cards for Schools,Chennai,India Educational Investment Fund,Seed Funding,Undisclosed Investors,0.0
2015-08-09,2015,8,GuruG Learning,Teacher empowerment platform,Bangalore,India Educational Investment Fund,Seed Funding,Undisclosed Investors,0.0
2015-10-09,2015,10,OnlineTyari,Multilingual Test Preparation Platform,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,Undisclosed Investors,770000.0
2015-10-09,2015,10,IndustryBuying,Industrial Tools Marketplace,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,Undisclosed Investors,9200000.0
2015-10-09,2015,10,The/Nudge Foundation,Non Profit Organization to alleviate poverty,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,Undisclosed Investors,315000.0
2015-11-09,2015,11,FitMeIn,Gym & Fitness Studios Subscription platform,New Delhi,Green House Ventures,Seed Funding,Undisclosed Investors,100000.0
2015-11-09,2015,11,Envoged,pre-used luxury item Marketplace,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,Undisclosed Investors,0.0
2015-11-09,2015,11,Zapyle,pre-used apparel shopping mobile app,Bangalore,N/A,Seed Funding,Undisclosed Investors,1000000.0
2015-11-09,2015,11,Renomania,Home Design & Décor platform,New Delhi,Subodh Gupta,Seed Funding,Undisclosed Investors,0.0
2015-12-09,2015,12,CredR,Used Vehicles Marketplace,Mumbai,Eight Road Ventures,Private Equity,Undisclosed Investors,15000000.0
2015-12-09,2015,12,YatraGenie,Online Bus & Cab ticketing platform,Hyderabad,Ash Bhardwaj,Private Equity,Undisclosed Investors,0.0
2015-09-14,2015,9,CanvasFlip,Mobile App testing platform,Hyderabad,Bessemer Venture Partners,Seed Funding,Undisclosed Investors,1200000.0
2015-09-14,2015,9,Shadowfax,Hyperlocal Delivery Services,Gurgaon,Eight Roads Ventures,Private Equity,Undisclosed Investors,9000000.0
2015-09-14,2015,9,UE Life Sciences,Early Cancer Detection Solutions,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,Undisclosed Investors,3000000.0
2015-09-14,2015,9,Ola Cabs,Cab rental Mobile app,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,Undisclosed Investors,225000000.0
2015-09-15,2015,9,Coverfox,Online Insurance Distribution Platform,Mumbai,Cataraman Ventures,Private Equity,Undisclosed Investors,2000000.0
2015-09-15,2015,9,MoEngage,Mobile Marketing Automation Platform,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,Undisclosed Investors,4250000.0
2015-09-15,2015,9,Mubble,Prepaid Mobile Bill Manager App,Bangalore,Nandan Nilekani,Seed Funding,Undisclosed Investors,0.0
2015-09-15,2015,9,Tea Trails,Chain of Tea Café’s,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,Undisclosed Investors,1000000.0
2015-09-15,2015,9,Room on Call,Branded Budget Hotel Marketplace,Noida,Payal Syal,Seed Funding,Undisclosed Investors,300000.0
2015-09-15,2015,9,FYNE,Home Fitting & Fixtures Marketplace,Bangalore,Sandeep Dama & Others,Seed Funding,Undisclosed Investors,0.0
2015-09-16,2015,9,ChaiPoint,Food Subscription platform,Bangalore,Eight Roads Ventures,Private Equity,Undisclosed Investors,10000000.0
2015-09-16,2015,9,WedmeGood.com,Wedding Planning Platform,Gurgaon,Indian Angel Network,Seed Funding,Undisclosed Investors,410000.0
2015-09-16,2015,9,XSTOK,B2B Mobile Auction Marketplace,Mumbai,Oliphans Capital,Seed Funding,Undisclosed Investors,450000.0
2015-09-17,2015,9,UniLog,ECommerce Data Analytics Platform,Bangalore,Kalaari Capital,Private Equity,Undisclosed Investors,0.0
2015-09-17,2015,9,Paintcollar,Designer Merchandize Marketplace,Mumbai,Applyifi,Seed Funding,Undisclosed Investors,0.0
2015-09-17,2015,9,YepMe,Private label Fashion eTailer,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,Undisclosed Investors,75000000.0
2015-09-17,2015,9,Bueno,Online Food ordering & delivery,Gurgaon,High Networth Individuals (No details),Seed Funding,Undisclosed Investors,600000.0
2015-09-18,2015,9,Plabro,Real Estate Broker Platform App,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,Undisclosed Investors,350000.0
2015-09-18,2015,9,CureJoy,Online Health & Wellness platform,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,Undisclosed Investors,1150000.0
2015-09-18,2015,9,Briston Technomach,Internet of Things platform,New Delhi,Undisclosed,Seed Funding,Undisclosed Investors,150000.0
2015-09-18,2015,9,LabStreet,Diagnostic Labs aggregator platform,Gurgaon,Multiple investors,Seed Funding,Undisclosed Investors,150000.0
2015-09-19,2015,9,DailyNinja,Hyperlocal Delivery Platform,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,Undisclosed Investors,0.0
2015-09-21,2015,9,Portea Medical,Home Medical Care Services,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,Undisclosed Investors,37500000.0
2015-09-21,2015,9,Neotrade Analytics,Real-Time stock data platform,Bangalore,Rainmatter,Seed Funding,Undisclosed Investors,235000.0
2015-09-21,2015,9,DishCo,Food discovery & table booking app,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,Undisclosed Investors,0.0
2015-09-21,2015,9,LafaLafa,coupons and cashback aggregator app,Mumbai,500 Startups,Seed Funding,Undisclosed Investors,125000.0
